observation_label,StatementsCount,LocationsCount,OrganizationsCount,PercentagesCount,PersonsCount,CharacterCount,WordsCount,DigitsCount,FirstPersonSingularPronounsCount,FirstPersonPluralPronounsCount,FirstPersonPronounsCount,SecondPersonSingularPronounsCount,SecondersonPluralPronounsCount,SecondersonPronounsCount,ThirdPersonSingularPronounsCount,ThirdPersonPluralPronounsCount,SecondersonPronounsCount.1,PossessivePronounsCount,PunctuationsCount,POS_CC,POS_CD,POS_DT,POS_EX,POS_FW,POS_IN,POS_JJ,POS_JJR,POS_JJS,POS_LS,POS_MD,POS_NN,POS_NNS,POS_NNP,POS_NNPS,POS_PDT,POS_POS,POS_PRP,POS_PRP_,POS_RB,POS_RBR,POS_RBS,POS_RP,POS_SYM,POS_TO,POS_UH,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,POS_WDT,POS_WP,POS_WP_,POS_WRB,NumbersCount,SyllablesCount,ComplexWordsCount,MeasurementsCount,SymbolsCount,WrongWordsCount,SMOGReadabilityIndex,SMOGReadability,GunningFogIndex,FleschReadabilityIndex,FleschKincaidReadabilityIndex,ColemanLiauIndex,AutomatedReadabilityIndex,AdditionTransitionWordsCount,IntroductionTransitionWordsCount,ReferenceTransitionWordsCount,SimilarityTransitionWordsCount,IdentificationTransitionWordsCount,ClarificationTransitionWordsCount,AdditiveTransitionWordsCount,ConflictTransitionWordsCount,EmphasisTransitionWordsCount,ConcessionTransitionWordsCount,DismissalTransitionWordsCount,ReplacementTransitionWordsCount,AdversativeTransitionWordsCount,CausalAndReasonTransitionWordsCount,ConditionTransitionWordsCount,EffectAndResultTransitionWordsCount,PurposeTransitionWordsCount,ConsequenceTransitionWordsCount,CausalTransitionWordsCount,NumericalTransitionWordsCount,ContinuationTransitionWordsCount,ConclusionTransitionWordsCount,DigressionTransitionWordsCount,ResumptionTransitionWordsCount,SummationTransitionWordsCount,SequentialTransitionWordsCount,AvarageWrodsLength,AvarageStatementsLength,AvarageSyllablesCount,AdditiveTransitionWordsToWrodsPCT,AdversativeTransitionWordsToWrodsPCT,CausalTransitionWordsToWrodsPCT,SequentialTransitionWordsToWrodsPCT,WrongWordsToTotalWrodsPCT
truthful,25,0,0,0,0,1736,442,5,3,0,3,0,0,3,3,0,3,5,57,14,2,39,1,0,40,53,0,1,0,1,99,19,1,0,0,1,7,4,17,0,0,0,0,5,0,5,16,8,6,4,12,2,0,0,2,0,554,46,0,46,102,12.816,12.287,13.6,53.508,11.37,11.682,12.565,5,2,0,0,0,0,7,2,0,2,0,0,4,2,1,1,1,0,4,0,0,0,0,0,1,1,3.92760181,17.68,1.253393665,1.583710407,0.904977376,0.904977376,0.226244344,23.07692308
truthful,16,0,0,0,0,1131,319,1,8,11,19,2,2,19,8,11,19,0,29,16,4,32,4,0,33,20,1,1,0,5,45,14,0,0,2,0,23,0,20,0,0,1,0,5,0,14,4,4,1,12,10,0,2,0,1,1,359,18,0,31,41,9.188,8.809,8.8,77.22,6.681,7.873,6.737,4,2,0,0,0,0,6,2,0,1,0,1,4,2,1,1,1,1,5,0,0,0,0,0,1,1,3.545454545,19.9375,1.12539185,1.880877743,1.253918495,1.567398119,0.313479624,12.85266458
truthful,6,0,0,0,0,581,155,2,2,2,4,1,1,4,2,2,4,1,21,5,0,14,3,1,15,10,0,0,0,1,26,7,0,0,0,0,9,1,12,0,0,2,0,2,0,5,11,0,0,1,2,1,0,0,0,0,189,15,0,18,26,12.162,11.66,12.8,62.618,9.949,9.323,10.376,3,1,0,0,0,0,4,1,0,0,0,0,1,1,1,1,1,0,3,0,0,1,0,0,1,2,3.748387097,25.83333333,1.219354839,2.580645161,0.64516129,1.935483871,1.290322581,16.77419355
truthful,8,0,0,0,0,575,141,10,0,5,5,1,1,5,0,5,5,5,14,2,2,14,0,1,13,9,0,0,0,3,26,5,0,0,0,0,5,6,2,0,0,0,0,6,0,8,6,1,2,5,1,0,0,0,0,0,184,14,0,24,17,10.254,9.831,9.6,60.594,8.037,11.147,8.217,2,1,0,0,0,0,3,1,0,1,0,0,2,2,1,0,0,0,3,0,0,0,0,0,0,0,4.078014184,17.625,1.304964539,2.127659574,1.418439716,2.127659574,0,12.05673759
truthful,10,0,0,0,0,618,177,0,1,0,1,3,3,1,1,0,1,4,15,9,2,19,0,2,19,10,0,0,0,3,25,6,0,0,0,0,9,4,12,1,0,1,0,1,0,4,14,3,3,1,1,0,1,0,2,0,205,14,0,15,25,9.889,9.481,9.2,73.935,6.599,6.962,5.721,2,2,0,0,0,0,4,1,0,0,0,0,1,2,1,1,1,1,5,0,1,0,0,0,2,3,3.491525424,17.7,1.15819209,2.259887006,0.564971751,2.824858757,1.694915254,14.12429379
truthful,9,0,0,0,0,709,184,8,3,4,7,0,0,7,3,4,7,4,14,6,3,26,0,0,26,11,0,1,0,0,37,10,0,0,0,0,5,4,6,0,0,0,0,3,0,2,7,3,3,1,6,0,1,0,0,3,231,16,0,15,24,10.746,10.303,10.8,66.649,8.38,9.3,8.33,3,1,0,0,0,0,4,2,0,2,0,0,4,1,1,1,1,0,3,1,0,0,0,0,1,2,3.85326087,20.44444444,1.255434783,2.173913043,2.173913043,1.630434783,1.086956522,13.04347826
truthful,9,0,0,0,0,832,235,11,1,4,5,2,2,5,1,4,5,2,40,8,5,20,1,1,22,21,0,0,0,2,42,10,0,0,0,0,7,3,12,0,0,0,0,0,0,6,8,2,5,5,1,1,2,0,0,2,265,21,0,47,43,11.855,11.367,12.4,63.128,9.478,10.126,10.213,3,2,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,3,0,1,0,0,0,1,2,3.540425532,26.11111111,1.127659574,2.127659574,0,1.276595745,0.85106383,18.29787234
truthful,4,0,0,0,0,366,107,4,2,5,7,0,0,7,2,5,7,2,15,3,1,10,0,0,12,6,1,0,0,1,13,4,0,0,0,0,9,2,7,0,0,0,0,1,0,5,7,0,2,2,1,0,0,0,1,1,115,6,0,15,16,9.387,9,9.2,76.249,6.897,8.267,7.215,2,1,0,0,0,0,3,1,0,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,0,3.420560748,26.75,1.074766355,2.803738318,0.934579439,2.803738318,0,14.95327103
truthful,6,0,0,0,0,387,103,0,1,0,1,0,0,1,1,0,1,0,9,3,0,10,0,0,8,12,0,0,0,2,20,0,0,0,0,0,4,0,6,1,0,0,0,3,0,4,7,0,2,1,3,2,0,0,0,0,136,10,0,9,13,10.504,10.071,10,59.869,8.511,8.4,6.771,2,1,1,0,1,1,5,1,0,0,0,1,2,3,0,2,1,0,5,1,1,0,0,0,1,3,3.757281553,17.16666667,1.32038835,4.854368932,1.941747573,4.854368932,2.912621359,12.62135922
truthful,8,0,0,0,0,398,108,0,1,0,1,0,0,1,1,0,1,1,15,4,0,10,0,0,8,8,2,0,0,1,21,2,0,0,0,0,0,2,9,0,0,0,0,1,0,3,7,1,2,1,3,0,0,0,0,0,128,10,0,15,21,9.516,9.124,8.4,68.653,6.323,9.779,5.936,2,1,0,0,0,0,3,2,0,1,0,0,3,2,0,1,1,0,3,0,0,0,0,0,1,1,3.685185185,13.5,1.185185185,2.777777778,2.777777778,2.777777778,0.925925926,19.44444444
truthful,5,0,0,0,0,361,94,2,0,3,3,0,0,3,0,3,3,1,10,6,1,10,0,0,8,6,0,0,0,0,25,3,0,0,0,1,2,1,2,0,0,0,0,2,0,2,9,0,0,0,0,1,0,0,0,1,106,6,0,11,17,8.842,8.477,7.6,75.984,5.808,10.177,7.276,3,2,0,0,0,0,5,0,0,0,0,0,0,2,0,1,1,0,3,2,0,0,0,0,1,3,3.840425532,18.8,1.127659574,5.319148936,0,3.191489362,3.191489362,18.08510638
truthful,7,0,0,0,0,368,100,3,0,6,6,0,0,6,0,6,6,0,7,2,2,6,0,0,9,5,1,0,0,2,15,2,0,0,0,0,8,1,8,0,0,0,0,3,0,5,10,1,3,1,0,0,0,0,1,1,128,12,0,8,10,10.609,10.171,10.4,67.112,6.915,7.7,5.033,2,1,0,0,0,0,3,0,0,0,0,0,0,2,1,1,1,0,4,0,0,0,0,0,1,1,3.68,14.28571429,1.28,3,0,4,1,10
truthful,8,0,0,0,0,539,144,0,1,5,6,1,1,6,1,5,6,0,17,6,1,18,1,0,10,13,0,0,0,0,24,5,1,0,0,1,7,0,1,0,0,1,0,8,0,5,9,0,0,4,2,0,0,0,1,0,176,14,0,25,22,10.686,10.246,10,64.729,7.864,9.334,7.581,5,1,0,0,0,0,6,1,0,0,0,0,1,2,1,2,1,0,5,0,0,0,0,0,1,1,3.743055556,18,1.222222222,4.166666667,0.694444444,3.472222222,0.694444444,15.27777778
truthful,20,0,0,0,0,1670,435,3,14,4,18,3,3,18,14,4,18,6,59,15,0,37,1,2,41,37,4,0,0,3,73,9,0,0,0,0,12,15,28,0,0,2,0,13,0,21,10,0,13,5,9,1,2,0,3,0,555,53,0,66,69,11.619,11.139,11.6,58.221,8.772,10.224,8.292,5,1,0,0,0,0,6,1,0,2,0,1,4,3,2,2,1,0,7,1,1,0,1,0,1,4,3.83908046,21.75,1.275862069,1.379310345,0.91954023,1.609195402,0.91954023,15.86206897
truthful,12,0,0,0,0,1447,375,6,1,0,1,1,1,1,1,0,1,1,42,9,1,46,2,1,40,21,1,0,0,3,76,10,0,0,1,0,16,2,16,0,0,2,0,11,0,10,23,4,12,4,4,3,0,0,3,0,493,50,0,43,51,14.333,13.742,15.6,52.167,12.136,9.668,12.12,3,3,1,0,0,0,7,1,0,0,0,0,1,2,1,1,1,1,5,0,1,1,0,0,1,3,3.858666667,31.25,1.314666667,1.866666667,0.266666667,1.333333333,0.8,13.6
truthful,4,0,0,0,0,412,100,0,0,1,1,0,0,1,0,1,1,0,13,6,0,7,0,1,9,13,0,0,0,2,18,3,0,0,0,0,1,0,4,2,0,0,0,3,0,5,5,1,2,0,1,0,0,0,0,0,131,14,0,11,19,13.817,13.247,14.8,56.145,10.769,11.417,11.884,2,2,0,0,0,0,4,1,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,4.12,25,1.31,4,1,2,0,19
truthful,8,0,0,0,0,604,163,2,0,0,0,1,1,0,0,0,0,0,16,4,2,17,2,1,23,16,0,2,0,3,37,4,0,0,0,0,2,0,4,1,0,0,0,2,0,4,8,0,2,3,1,0,0,0,0,0,195,11,0,23,22,9.445,9.055,8.8,71.728,7.064,8.979,6.851,3,2,0,0,0,0,5,0,0,0,0,1,1,2,1,1,1,0,4,0,1,0,0,0,3,4,3.705521472,20.375,1.196319018,3.067484663,0.613496933,2.45398773,2.45398773,13.49693252
truthful,14,0,0,0,0,767,214,2,2,16,18,1,1,18,2,16,18,6,25,7,1,19,1,0,13,7,0,0,0,3,31,0,0,0,0,0,18,7,13,0,0,2,0,8,0,13,15,2,8,3,0,1,0,0,2,0,254,17,0,28,30,9.018,8.646,7.6,70.991,6.028,8.465,4.948,2,1,0,0,0,0,3,3,0,2,0,1,6,2,0,1,1,0,3,0,0,0,0,0,1,1,3.58411215,15.28571429,1.186915888,1.401869159,2.803738318,1.401869159,0.46728972,14.01869159
truthful,13,0,0,0,0,613,163,0,0,2,2,4,4,2,0,2,2,0,20,2,3,11,0,0,13,10,0,0,0,1,26,5,0,0,0,0,7,1,11,0,0,0,0,6,0,9,5,3,2,3,5,2,2,0,1,0,197,20,0,21,28,10.504,10.071,10,63.906,6.954,10.855,6.735,3,1,0,0,1,1,5,0,0,0,0,0,0,1,1,1,2,0,4,0,1,0,0,0,1,2,3.760736196,12.53846154,1.208588957,3.067484663,0,2.45398773,1.226993865,17.17791411
truthful,13,0,0,0,0,888,268,27,0,18,18,0,0,18,0,18,18,6,32,7,12,24,1,0,24,9,0,1,0,3,40,9,0,0,0,0,17,6,14,0,0,2,0,9,0,13,20,1,4,3,0,0,0,0,1,6,293,21,0,40,39,9.889,9.481,9.2,78.83,5.891,6.083,4.968,2,1,0,0,0,0,3,3,0,2,0,0,5,2,0,1,1,0,3,3,0,1,0,0,1,5,3.313432836,20.61538462,1.093283582,1.119402985,1.865671642,1.119402985,1.865671642,14.55223881
truthful,8,0,0,0,0,484,118,0,4,0,4,0,0,4,4,0,4,1,11,6,0,10,0,0,6,14,0,0,0,0,16,4,0,0,0,0,8,3,7,0,0,0,0,1,0,3,5,3,2,6,3,1,0,0,1,0,156,14,0,10,21,10.686,10.246,10.4,57.18,8.265,11.895,8.316,2,2,0,0,0,0,4,1,0,0,0,0,1,1,0,0,0,1,2,0,0,0,0,0,1,1,4.101694915,14.75,1.322033898,3.389830508,0.847457627,1.694915254,0.847457627,17.79661017
truthful,13,0,0,0,0,1157,292,2,5,0,5,1,1,5,5,0,5,1,30,9,3,33,0,0,24,23,4,0,0,2,45,11,0,0,0,0,12,2,16,1,0,5,0,7,0,9,15,6,8,7,5,1,1,0,0,0,381,38,0,25,32,12.541,12.024,13.2,61.091,9.228,10.136,9.145,2,1,0,0,0,0,3,2,0,0,0,0,2,1,1,1,1,0,3,2,0,0,0,0,1,3,3.962328767,22.46153846,1.304794521,1.02739726,0.684931507,1.02739726,1.02739726,10.95890411
truthful,10,0,0,0,0,608,155,0,2,0,2,0,0,2,2,0,2,1,13,10,0,20,1,0,9,10,0,0,0,1,22,3,0,0,0,0,7,1,19,0,0,0,0,1,1,4,9,1,4,3,4,0,0,0,2,0,201,19,0,13,16,11.004,10.55,10.8,64.614,7.526,9.33,6.865,3,2,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,3.922580645,15.5,1.296774194,3.225806452,0.64516129,0.64516129,0.64516129,10.32258065
truthful,11,0,0,0,0,586,149,0,4,1,5,0,0,5,4,1,5,0,15,5,0,13,0,0,13,15,3,0,0,2,22,7,1,0,0,0,8,0,10,1,0,0,0,3,0,3,10,1,4,1,1,0,0,0,0,0,198,20,0,19,21,10.832,10.385,10.8,57.234,8.009,10.725,6.88,2,1,0,0,0,0,3,1,0,0,0,0,1,2,1,1,1,0,4,1,0,0,0,0,1,2,3.932885906,13.54545455,1.32885906,2.013422819,0.67114094,2.684563758,1.342281879,14.09395973
truthful,11,0,0,0,0,849,215,5,3,16,19,0,0,19,3,16,19,8,19,7,1,17,1,0,20,15,0,0,0,0,26,7,0,0,0,0,14,8,15,0,0,2,0,9,0,6,19,8,7,2,0,0,0,0,1,0,280,26,0,22,24,12.341,11.832,12.8,57.591,9.723,10.828,9.713,2,2,1,0,0,0,5,0,0,0,0,1,1,2,1,1,1,0,4,0,1,0,0,0,1,2,3.948837209,19.54545455,1.302325581,2.325581395,0.465116279,1.860465116,0.930232558,11.1627907
truthful,5,0,0,0,0,768,204,5,0,2,2,0,0,2,0,2,2,2,27,7,3,19,0,1,15,21,0,0,0,1,42,9,0,0,0,0,0,2,19,1,0,0,0,4,0,3,9,1,2,5,5,2,0,0,0,1,251,19,0,25,39,14.265,13.677,17.6,49.475,15.004,10.197,16.759,4,1,0,1,0,0,6,1,0,0,0,0,1,3,0,1,1,0,4,2,0,0,0,0,1,3,3.764705882,40.8,1.230392157,2.941176471,0.490196078,1.960784314,1.470588235,19.11764706
truthful,5,0,0,0,0,339,100,0,1,0,1,2,2,1,1,0,1,1,12,2,0,12,0,0,10,7,0,1,0,1,11,2,0,0,0,0,7,1,6,0,0,0,0,3,0,2,5,3,2,3,2,0,2,0,1,0,111,5,0,12,14,8.344,8,7.6,79.654,5.586,6.257,4.724,4,1,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3.39,20,1.11,5,0,2,0,14
truthful,7,0,0,0,0,620,177,5,2,2,4,2,2,4,2,2,4,0,27,5,1,19,0,1,12,9,1,0,0,3,33,2,0,0,0,1,7,0,15,1,0,0,0,1,0,7,12,3,5,2,2,0,0,0,0,0,194,14,0,29,30,10.686,10.246,10.8,71.841,7.586,9.284,8.179,2,1,0,0,0,0,3,1,0,0,0,0,1,3,1,2,1,0,6,0,0,0,0,0,1,1,3.502824859,25.28571429,1.096045198,1.694915254,0.564971751,3.389830508,0.564971751,16.94915254
truthful,9,0,0,0,0,810,208,2,0,4,4,0,0,4,0,4,4,3,17,11,1,24,1,0,16,15,0,0,0,1,30,6,0,0,0,0,14,3,9,1,0,1,0,9,0,8,19,2,7,0,1,0,1,0,2,1,267,22,0,18,16,11.602,11.124,12,64.251,8.819,9.414,8.632,2,1,0,0,0,0,3,1,0,0,0,0,1,2,1,1,1,1,5,2,1,1,0,0,2,6,3.894230769,23.11111111,1.283653846,1.442307692,0.480769231,2.403846154,2.884615385,7.692307692
truthful,8,0,0,0,0,699,204,5,7,0,7,4,4,7,7,0,7,0,15,6,2,25,3,0,14,8,0,0,0,4,37,5,1,0,0,0,17,1,12,0,1,3,0,7,0,9,7,0,4,7,6,1,1,0,0,1,222,6,0,15,20,8.076,7.743,10,80.107,7.707,5.946,8.072,3,1,0,0,0,0,4,1,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,3.426470588,25.5,1.088235294,1.960784314,0.490196078,1.470588235,0.490196078,9.803921569
truthful,11,0,0,0,0,520,162,14,3,3,6,0,0,6,3,3,6,2,15,5,7,20,0,0,13,5,0,1,0,0,30,8,0,0,0,0,8,2,15,0,0,0,0,1,0,2,8,1,3,4,2,0,0,0,0,5,173,4,0,16,17,6.427,6.162,5.2,87.003,3.919,4.887,2.337,3,2,0,0,0,0,5,1,0,0,0,0,1,2,1,1,2,0,5,0,0,0,0,0,1,1,3.209876543,14.72727273,1.067901235,3.086419753,0.617283951,3.086419753,0.617283951,10.49382716
truthful,17,0,0,0,0,1013,283,7,4,7,11,3,3,11,4,7,11,1,32,6,4,27,3,1,27,17,0,0,0,3,45,13,0,0,0,1,16,2,18,0,0,2,0,1,0,5,15,2,4,8,6,2,0,0,3,0,323,17,0,45,44,8.842,8.477,8,73.372,6.357,8.369,6.202,5,2,0,0,0,0,7,2,0,0,0,0,2,2,1,1,1,0,4,1,2,0,0,0,1,4,3.5795053,16.64705882,1.141342756,2.473498233,0.706713781,1.413427562,1.413427562,15.54770318
truthful,9,0,0,0,0,747,204,5,3,0,3,0,0,3,3,0,3,2,14,5,4,19,0,0,26,11,0,0,0,1,40,6,0,0,0,0,14,4,8,0,0,2,0,8,0,9,16,2,4,1,0,0,1,0,0,2,246,13,0,15,16,9.995,9.583,10.8,70.915,8.337,7.643,8.116,2,1,0,0,0,0,3,2,0,3,0,0,5,3,0,2,1,0,5,0,2,1,0,0,1,4,3.661764706,22.66666667,1.205882353,1.470588235,2.450980392,2.450980392,1.960784314,7.843137255
truthful,6,0,0,0,0,474,137,2,0,2,2,0,0,2,0,2,2,5,8,6,4,12,0,0,7,7,2,0,0,3,23,3,0,0,0,0,8,5,11,0,0,1,0,4,0,7,6,2,3,4,3,1,0,0,1,1,153,6,0,10,11,8.076,7.743,7.6,85.26,5.156,6.084,4.495,3,1,0,0,0,0,4,1,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,3.459854015,22.83333333,1.116788321,2.919708029,0.729927007,2.189781022,0.729927007,8.02919708
truthful,7,0,0,0,0,580,166,1,6,7,13,2,2,13,6,7,13,2,18,4,1,17,1,0,20,11,0,0,0,4,19,7,0,0,0,1,15,3,17,0,0,0,0,2,0,5,8,1,1,2,2,0,0,0,0,1,188,11,0,18,27,9.828,9.423,10,72.633,7.352,8.319,7.157,2,3,0,0,0,0,5,0,0,0,0,0,0,1,1,1,1,0,3,0,0,0,0,0,1,1,3.493975904,23.71428571,1.13253012,3.012048193,0,1.807228916,0.602409639,16.26506024
truthful,15,0,0,0,0,1934,525,26,12,3,15,0,0,15,12,3,15,1,44,14,10,54,3,1,69,27,1,2,0,4,87,20,0,0,0,1,30,2,29,3,1,1,0,11,0,13,34,6,16,8,8,4,3,0,0,0,627,37,0,49,58,11.557,11.08,13.6,64.812,11,7.75,11.849,5,2,0,0,0,0,7,3,1,2,0,0,6,2,0,1,1,1,4,0,1,0,0,0,2,3,3.683809524,35,1.194285714,1.333333333,1.142857143,0.761904762,0.571428571,11.04761905
truthful,10,0,0,0,0,584,155,11,2,2,4,0,0,4,2,2,4,2,12,5,6,17,0,0,16,11,3,0,0,0,25,6,0,0,0,0,5,2,10,0,0,2,0,1,0,5,8,1,4,1,3,1,1,0,0,4,187,15,0,12,16,10.504,10.071,10,72.887,6.764,8.063,6.64,3,1,0,0,0,0,4,2,0,2,0,0,4,2,0,1,1,0,3,0,1,0,0,0,1,2,3.767741935,15.5,1.206451613,2.580645161,2.580645161,1.935483871,1.290322581,10.32258065
truthful,12,0,0,0,0,798,209,0,2,8,10,0,0,10,2,8,10,4,22,10,1,12,0,0,12,10,0,0,0,2,30,8,0,0,0,0,9,4,23,0,0,2,0,6,0,10,18,4,10,2,0,1,0,0,1,0,258,22,0,22,27,10.864,10.416,10.4,65.387,7.7,9.527,7.589,4,1,0,0,0,0,5,1,0,0,0,0,1,2,0,1,1,0,3,0,0,0,0,0,1,1,3.818181818,17.41666667,1.234449761,2.392344498,0.4784689,1.435406699,0.4784689,12.91866029
truthful,9,0,0,0,0,719,187,6,3,2,5,2,2,5,3,2,5,1,18,7,1,14,0,0,15,10,1,0,0,1,30,11,0,0,0,2,10,4,12,0,0,0,0,7,0,7,8,0,5,5,3,1,1,0,1,0,227,16,0,22,28,11.766,11.281,12.8,60.462,10.327,10.522,11.49,4,1,0,0,0,0,5,1,0,0,0,0,1,1,1,1,0,0,3,0,0,0,0,0,1,1,3.844919786,20.77777778,1.213903743,2.673796791,0.534759358,1.604278075,0.534759358,14.97326203
truthful,5,0,0,0,0,396,100,0,3,0,3,1,1,3,3,0,3,0,8,4,1,9,0,0,11,3,0,0,0,3,11,3,0,0,0,0,10,1,10,0,0,1,0,0,0,6,8,2,4,0,0,0,0,0,0,0,133,12,0,10,10,11.979,11.485,12,59.843,9.235,10.01,8.709,2,1,0,0,0,0,3,0,0,0,0,0,0,3,0,2,1,1,6,0,2,2,0,0,2,6,3.96,20,1.33,3,0,6,6,10
truthful,4,0,0,0,0,917,245,7,2,10,12,0,0,12,2,10,12,2,20,6,3,24,0,0,19,18,0,0,0,4,31,16,2,0,1,0,12,3,16,0,0,2,0,14,0,14,14,3,5,4,2,4,0,0,4,1,295,16,0,13,23,14.555,13.954,25.6,39.519,21.908,7.889,26.013,2,1,0,0,0,0,3,1,0,2,0,0,3,4,1,1,0,1,7,0,1,0,0,0,1,2,3.742857143,61.25,1.204081633,1.224489796,1.224489796,2.857142857,0.816326531,9.387755102
truthful,6,0,0,0,0,530,134,1,1,0,1,6,6,1,1,0,1,2,9,4,1,13,0,0,19,4,0,0,0,2,27,0,0,0,0,0,9,3,6,0,0,0,0,2,0,11,4,2,0,5,4,0,0,0,3,1,167,11,0,6,10,10.864,10.416,11.2,67.98,8.705,9.433,9.464,2,1,1,0,0,0,4,1,0,1,0,0,2,2,0,1,1,1,4,0,1,0,0,0,2,3,3.955223881,22.33333333,1.246268657,2.985074627,1.492537313,2.985074627,2.23880597,7.462686567
truthful,10,0,0,0,0,657,180,1,0,6,6,3,3,6,0,6,6,1,20,4,3,19,0,0,16,10,2,0,0,3,27,10,0,0,0,0,7,3,15,0,0,2,0,1,1,5,6,5,2,4,2,3,0,0,0,1,208,14,0,22,19,9.057,8.684,8,77.102,5.352,8.171,5.069,4,1,0,0,1,1,6,0,0,0,0,0,0,2,1,1,1,0,4,0,0,0,0,0,1,1,3.65,18,1.155555556,3.333333333,0,2.222222222,0.555555556,10.55555556
truthful,7,0,0,0,0,490,131,5,1,1,2,1,1,2,1,1,2,1,18,4,2,16,0,0,15,10,0,0,0,0,32,6,0,0,0,0,4,1,3,0,0,0,0,2,0,3,2,0,1,4,1,0,0,0,0,1,161,16,0,19,26,12.458,11.944,12.8,59.353,9.328,10.687,9.3,3,1,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,3.740458015,18.71428571,1.229007634,3.053435115,0,1.526717557,0,19.84732824
truthful,4,0,0,0,0,229,62,0,0,0,0,0,0,0,0,0,0,0,8,4,0,7,2,0,3,5,0,0,0,0,15,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,80,6,0,8,11,10.126,9.708,9.6,58.787,8.165,9.176,6.392,1,1,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,3,0,0,0,0,0,0,0,3.693548387,15.5,1.290322581,3.225806452,1.612903226,4.838709677,0,17.74193548
truthful,8,0,0,0,0,734,195,4,2,0,2,2,2,2,2,0,2,0,21,5,5,11,0,2,18,12,0,0,0,1,32,10,0,0,0,0,8,0,13,0,0,2,0,7,1,9,9,4,6,3,2,1,0,0,1,1,242,19,0,21,32,12.541,12.024,13.6,58.218,10.959,9.561,11.364,2,1,0,0,0,0,3,1,0,0,0,0,1,3,1,2,1,0,6,1,0,0,0,0,1,2,3.764102564,24.375,1.241025641,1.538461538,0.512820513,3.076923077,1.025641026,16.41025641
truthful,1,0,0,0,0,413,101,2,1,2,3,0,0,3,1,2,3,5,6,3,2,13,0,0,10,7,1,0,0,0,21,4,0,0,0,0,4,5,5,0,0,0,0,3,0,2,9,1,3,0,0,0,0,0,1,2,132,9,0,6,12,20.267,19.432,40.4,-7.928,37.22,10.641,45.714,3,1,0,0,0,0,4,1,0,1,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,4.089108911,101,1.306930693,3.96039604,1.98019802,1.98019802,0,11.88118812
deception,6,0,0,0,0,405,95,0,1,3,4,0,0,4,1,3,4,1,6,5,1,9,0,0,9,7,0,1,0,2,15,5,0,0,0,0,7,2,5,0,0,0,0,1,0,2,7,2,0,3,0,0,0,0,0,0,131,13,0,11,15,11.538,11.062,11.6,53.185,9.112,12.396,9.3,3,2,0,0,0,0,5,1,0,0,0,0,1,2,1,1,1,0,4,0,0,0,0,0,1,1,4.263157895,15.83333333,1.378947368,5.263157895,1.052631579,4.210526316,1.052631579,15.78947368
deception,2,0,0,0,0,311,82,0,1,1,2,1,1,2,1,1,2,0,14,1,0,5,1,1,2,9,0,0,0,1,13,3,0,0,0,0,5,0,6,0,0,0,0,5,0,6,3,0,0,3,2,0,0,0,0,0,102,13,0,14,15,11.538,11.062,12,63.082,7.152,10.381,6.522,2,1,0,0,0,0,3,0,0,0,0,0,0,2,1,2,1,0,5,0,0,0,0,0,2,2,3.792682927,41,1.243902439,3.658536585,0,6.097560976,2.43902439,18.29268293
deception,6,0,0,0,0,311,84,0,1,3,4,0,0,4,1,3,4,0,7,2,0,11,0,1,11,6,0,0,0,1,19,1,0,0,0,0,4,1,3,0,1,1,0,1,0,1,4,1,0,1,1,0,0,0,0,0,109,13,0,6,8,11.538,11.062,12,66.58,6.954,7.642,4.915,3,1,0,0,0,0,4,0,0,0,0,0,0,2,0,1,1,0,3,0,0,0,0,0,1,1,3.702380952,14,1.297619048,4.761904762,0,3.571428571,1.19047619,9.523809524
deception,7,0,0,0,0,476,121,0,1,0,1,0,0,1,1,0,1,2,11,8,0,13,0,1,6,8,0,0,0,2,19,7,0,0,0,0,5,2,9,0,0,0,0,3,0,6,10,1,2,0,0,0,0,0,1,0,152,12,0,11,19,10.126,9.708,9.2,67.823,6.967,9.687,6.925,2,1,0,0,0,0,3,1,0,0,0,0,1,2,0,1,1,0,3,0,1,0,0,0,1,2,3.933884298,17.28571429,1.256198347,2.479338843,0.826446281,2.479338843,1.652892562,15.70247934
